booking_id,pnr,route_id,from_city,to_city,provider,train_name,train_type,journey_type,booking_date,travel_date,days_until_departure,weekday,is_weekend,is_peak_season,departure_time,arrival_time,duration,duration_minutes,available_seats_at_booking,total_seats,occupancy_rate_at_booking,demand_level,delay_minutes,wifi,class_type,passenger_type,seat_number,booking_channel,base_price_at_booking,paid_price,currency,booking_status
PBK000740,PNR429861,ER0004,Rome,Milan,Trenitalia,Frecciarossa 7119,Frecciarossa,Connection,2025-06-08,2025-07-03,25,3,0,1,19:10,23:25,4h 15m,255,62,220,0.715,5,30,Yes,Standard,regular,2A,api_partner,181.8,181.8,EUR,Cancelled
PBK000741,PNR527070,ER0345,London,Brussels,DB+ÖBB,ICE+Railjet 6238,ICE+Railjet,Connection,2025-01-05,2025-02-20,46,3,0,0,18:40,21:28,2h 48m,168,25,180,0.857,7,0,Yes,First Class,senior,4C,mobile_app,145.79,119.55,EUR,Confirmed
PBK000742,PNR756359,ER0384,Lyon,Barcelona,ÖBB,Nightjet 6923,Nightjet,Connection,2025-09-15,2025-12-28,104,6,1,1,05:10,09:11,4h 1m,241,71,180,0.6,5,0,Yes,Standard,regular,15A,mobile_app,164.6,164.6,EUR,Cancelled
PBK000743,PNR477819,ER0694,Paris,Lyon,Eurostar+SNCF,Eurostar+TGV 9859,Eurostar+TGV,Connection,2025-04-29,2025-08-21,114,3,0,1,20:50,00:51,4h 1m,241,61,180,0.661,8,0,Yes,First Class,regular,11C,mobile_app,177.54,177.54,EUR,Confirmed
PBK000744,PNR249550,ER0569,Cologne,Frankfurt,SNCF+DB,TER+ICE 6784,TER+ICE,Connection,2025-08-09,2025-08-15,6,4,0,1,16:40,18:39,1h 59m,119,12,300,0.959,7,15,No,Standard,child,4A,api_partner,189.85,104.42,EUR,Confirmed
PBK000745,PNR470533,ER0516,London,Brussels,SNCF+DB,TER+ICE 4690,TER+ICE,Connection,2026-02-13,2026-05-25,101,0,0,0,16:15,18:57,2h 42m,162,112,450,0.75,8,15,Yes,Standard,regular,19C,agent_portal,137.49,137.49,EUR,Confirmed
PBK000746,PNR141515,ER0711,Stockholm,Copenhagen,SNCF,TER 3859,TER,Direct,2025-12-30,2026-04-08,99,2,0,0,12:25,17:51,5h 26m,326,286,520,0.45,2,30,Yes,Standard,regular,4D,mobile_app,123.11,123.11,EUR,Confirmed
PBK000747,PNR375594,ER0352,Paris,Berlin,SNCB,EuroCity 2122,EuroCity,Direct,2025-07-25,2025-09-16,53,1,0,0,19:10,00:09,4h 59m,299,212,600,0.647,5,0,No,First Class,regular,17D,api_partner,127.06,127.06,EUR,Confirmed
PBK000748,PNR995304,ER0862,Marseille,Paris,DB,IC 7860,IC,Direct,2025-11-26,2025-12-04,8,3,0,1,05:25,10:37,5h 12m,312,16,380,0.957,6,10,No,Standard,regular,19D,mobile_app,196.67,196.67,EUR,Confirmed
PBK000749,PNR905533,ER0993,Lisbon,Madrid,SNCF+DB,TGV+ICE 2997,TGV+ICE,Connection,2026-03-24,2026-05-23,60,5,1,0,09:10,14:33,5h 23m,323,34,180,0.81,7,15,Yes,Standard,regular,4D,mobile_app,204.47,204.47,EUR,Confirmed
PBK000750,PNR592796,ER0025,Nice,Paris,Trenitalia,Regionale 8131,Regionale,Direct,2025-06-18,2025-06-27,9,4,0,1,16:40,01:58,9h 18m,558,52,180,0.706,3,10,No,Standard,regular,2B,api_partner,261.97,261.97,EUR,Confirmed
PBK000751,PNR321766,ER0001,Brussels,Cologne,DB,ICE 588,ICE,Direct,2025-06-13,2025-08-25,73,0,0,1,08:50,09:47,0h 57m,57,10,220,0.952,10,30,Yes,Standard,senior,7A,api_partner,192.94,158.21,EUR,Cancelled
PBK000752,PNR802173,ER0108,Milan,Zurich,SNCB,IC 1525,IC,Direct,2025-12-17,2026-02-10,55,1,0,0,12:20,13:26,1h 6m,66,42,180,0.763,7,0,No,Standard,regular,14B,api_partner,144.44,144.44,EUR,Confirmed
PBK000753,PNR661519,ER0632,Paris,Lyon,Trenitalia,Frecciarossa 3007,Frecciarossa,Direct,2025-01-28,2025-02-09,12,6,1,0,08:40,10:28,1h 48m,108,12,600,0.98,9,0,Yes,First Class,regular,16D,api_partner,197.57,197.57,EUR,Confirmed
PBK000754,PNR114875,ER0522,Paris,Lyon,Renfe,Avant 9131,Avant,Connection,2025-12-23,2026-02-17,56,1,0,0,12:15,15:21,3h 6m,186,121,380,0.679,5,0,Yes,Standard,regular,11C,mobile_app,129.18,129.18,EUR,Cancelled
PBK000755,PNR765104,ER0692,Cologne,Frankfurt,Eurostar,Eurostar 4351,Eurostar,Connection,2026-04-24,2026-05-13,19,2,0,0,07:30,09:28,1h 58m,118,129,380,0.66,2,0,No,Standard,regular,15B,web,170.47,170.47,EUR,Confirmed
PBK000756,PNR300444,ER0331,Lyon,Barcelona,PKP,IC 4144,IC,Connection,2025-10-24,2025-11-06,13,3,0,0,19:20,00:05,4h 45m,285,100,450,0.776,5,20,No,First Class,regular,12B,mobile_app,171.67,171.67,EUR,Confirmed
PBK000757,PNR468814,ER0673,Lyon,Barcelona,SNCF+DB,TGV+ICE 9687,TGV+ICE,Connection,2025-01-08,2025-02-25,48,1,0,0,10:10,15:17,5h 7m,307,155,450,0.654,3,15,Yes,Standard,regular,14D,api_partner,153.14,153.14,EUR,Confirmed
PBK000758,PNR500098,ER0120,Warsaw,Berlin,ÖBB,Railjet 4002,Railjet,Connection,2025-08-07,2025-10-13,67,0,0,0,15:00,18:25,3h 25m,205,82,600,0.862,7,5,No,Standard,regular,18D,mobile_app,162.51,162.51,EUR,Confirmed
PBK000759,PNR746195,ER0871,Copenhagen,Hamburg,Trenitalia,Intercity 3345,Intercity,Connection,2025-12-19,2026-03-17,88,1,0,0,17:25,19:43,2h 18m,138,119,380,0.685,6,0,Yes,Standard,child,3A,web,124.84,68.66,EUR,Confirmed
PBK000760,PNR914617,ER0496,Rome,Milan,Eurostar+SNCF,Eurostar+TGV 5074,Eurostar+TGV,Connection,2026-01-19,2026-04-26,97,6,1,0,20:50,00:36,3h 46m,226,210,520,0.595,5,5,Yes,Standard,regular,7B,api_partner,124.06,124.06,EUR,Confirmed
PBK000761,PNR920192,ER0971,Prague,Berlin,Eurostar,Eurostar 8293,Eurostar,Direct,2025-02-28,2025-03-26,26,2,0,0,22:50,01:29,2h 39m,159,18,450,0.958,8,0,Yes,Standard,regular,1C,api_partner,227.85,227.85,EUR,Confirmed
PBK000762,PNR127521,ER0139,Oslo,Stockholm,SBB,InterCity 4731,InterCity,Connection,2025-05-18,2025-09-08,113,0,0,0,17:45,22:54,5h 9m,309,280,520,0.46,3,10,Yes,Standard,regular,2A,api_partner,128.8,128.8,EUR,Confirmed
PBK000763,PNR968797,ER0561,Paris,Lyon,Renfe,Avant 220,Avant,Connection,2026-03-07,2026-06-20,105,5,1,1,07:45,10:50,3h 5m,185,132,380,0.651,7,0,Yes,Standard,regular,7D,api_partner,166.31,166.31,EUR,Confirmed
PBK000764,PNR844515,ER0356,Brussels,Cologne,ÖBB,Nightjet 9481,Nightjet,Direct,2025-10-23,2025-12-17,55,2,0,1,08:05,09:40,1h 35m,95,7,380,0.98,10,30,Yes,Standard,regular,8A,api_partner,193.69,193.69,EUR,Confirmed
PBK000765,PNR126885,ER0183,London,Brussels,ÖBB,Nightjet 3630,Nightjet,Connection,2025-11-20,2026-02-02,74,0,0,0,14:20,16:25,2h 5m,125,107,520,0.793,7,15,Yes,Standard,child,3A,mobile_app,124.58,68.52,EUR,Confirmed
PBK000766,PNR295617,ER0544,Cologne,Frankfurt,SJ,InterCity 4889,InterCity,Direct,2026-01-30,2026-04-16,76,3,0,0,09:45,10:54,1h 9m,69,64,180,0.644,5,15,No,Standard,regular,15C,mobile_app,124.93,124.93,EUR,Confirmed
PBK000767,PNR250753,ER0045,Nice,Paris,SNCB,IC 522,IC,Direct,2025-04-24,2025-06-02,39,0,0,1,09:45,17:28,7h 43m,463,90,600,0.849,6,0,Yes,First Class,senior,9A,web,256.32,210.18,EUR,Confirmed
PBK000768,PNR618253,ER0034,Zurich,Vienna,PKP,IC 2694,IC,Direct,2025-10-24,2026-02-12,111,3,0,0,14:35,17:31,2h 56m,176,28,220,0.872,10,20,Yes,Standard,regular,3A,mobile_app,149.55,149.55,EUR,Cancelled
PBK000769,PNR764327,ER0359,Vienna,Prague,SBB,IR 2298,IR,Direct,2025-04-17,2025-06-07,51,5,1,1,06:15,08:55,2h 40m,160,23,220,0.893,8,0,Yes,Standard,regular,13C,api_partner,208.15,208.15,EUR,Confirmed
PBK000770,PNR743830,ER0022,Rome,Milan,DB+ÖBB,ICE+Railjet 6724,ICE+Railjet,Connection,2025-04-03,2025-05-12,39,0,0,0,20:15,00:59,4h 44m,284,105,600,0.824,6,0,No,First Class,regular,12D,agent_portal,169.48,169.48,EUR,Confirmed
PBK000771,PNR220364,ER0994,London,Paris,DB+ÖBB,ICE+Railjet 1840,ICE+Railjet,Connection,2025-03-23,2025-05-29,67,3,0,0,21:00,00:40,3h 40m,220,34,180,0.81,8,0,Yes,Standard,regular,7C,mobile_app,128.97,128.97,EUR,Confirmed
PBK000772,PNR589730,ER0786,Munich,Vienna,SBB,InterCity 4960,InterCity,Direct,2025-03-12,2025-04-10,29,3,0,0,18:15,20:32,2h 17m,137,78,520,0.848,7,0,No,First Class,child,18C,agent_portal,164.7,90.59,EUR,Confirmed
PBK000773,PNR273699,ER0758,Vienna,Prague,SBB,EuroCity 8384,EuroCity,Direct,2025-08-12,2025-10-17,66,4,0,0,06:40,08:55,2h 15m,135,43,180,0.757,7,45,No,Standard,child,19C,web,127.37,70.05,EUR,Cancelled
PBK000774,PNR492125,ER0823,Nice,Paris,SNCB,IC 7880,IC,Direct,2025-09-07,2025-11-02,56,6,1,0,16:40,22:43,6h 3m,363,43,220,0.802,6,0,No,First Class,regular,7C,api_partner,187.11,187.11,EUR,Confirmed
PBK000775,PNR550244,ER0347,Vienna,Prague,Eurostar+SNCF,Eurostar+TGV 5720,Eurostar+TGV,Connection,2025-08-19,2025-09-10,22,2,0,0,20:35,23:05,2h 30m,150,78,450,0.824,6,0,No,Standard,regular,6C,web,137.7,137.7,EUR,Confirmed
PBK000776,PNR695034,ER0515,Hamburg,Munich,Eurostar+SNCF,Eurostar+TGV 7544,Eurostar+TGV,Connection,2025-02-07,2025-03-07,28,4,0,0,08:50,13:10,4h 20m,260,3,180,0.98,8,20,No,Standard,regular,7D,agent_portal,168.46,168.46,EUR,Cancelled
PBK000777,PNR815267,ER0782,Munich,Vienna,SJ,InterCity 6453,InterCity,Direct,2025-10-15,2025-10-24,9,4,0,0,08:35,11:47,3h 12m,192,48,220,0.777,4,0,Yes,Standard,senior,19D,web,147.15,120.66,EUR,Confirmed
PBK000778,PNR719887,ER0010,Rome,Milan,SNCF,TGV INOUI 3211,TGV INOUI,Direct,2025-06-13,2025-07-09,26,2,0,1,18:55,21:04,2h 9m,129,7,380,0.98,8,30,No,Standard,regular,6C,api_partner,224.24,224.24,EUR,Confirmed
PBK000779,PNR453778,ER0342,Prague,Berlin,SJ,InterCity 6565,InterCity,Connection,2025-01-11,2025-02-17,37,0,0,0,05:40,08:08,2h 28m,148,8,220,0.961,8,20,Yes,First Class,regular,2A,api_partner,169.76,169.76,EUR,Confirmed
PBK000780,PNR512433,ER0950,Vienna,Prague,SNCB,IC 7373,IC,Connection,2025-08-29,2025-09-11,13,3,0,0,08:10,10:18,2h 8m,128,48,180,0.729,4,0,Yes,Standard,regular,16A,agent_portal,121.67,121.67,EUR,Confirmed
PBK000781,PNR210242,ER0170,London,Paris,NS,Intercity 1956,Intercity,Connection,2025-08-21,2025-10-24,64,4,0,0,10:25,12:59,2h 34m,154,18,300,0.937,10,0,Yes,Standard,regular,1B,web,145.58,145.58,EUR,Confirmed
PBK000782,PNR216185,ER0327,Marseille,Paris,DB+ÖBB,ICE+Railjet 6716,ICE+Railjet,Connection,2026-01-06,2026-03-03,56,1,0,0,22:20,05:31,7h 11m,431,58,220,0.733,5,0,No,Standard,youth,9A,web,189.09,162.62,EUR,Cancelled
PBK000783,PNR434844,ER0968,Munich,Vienna,SNCB,EuroCity 1186,EuroCity,Connection,2025-02-08,2025-03-14,34,4,0,0,10:30,13:08,2h 38m,158,56,300,0.813,5,10,Yes,Standard,youth,4B,api_partner,142.67,122.7,EUR,Confirmed
PBK000784,PNR910175,ER0650,Hamburg,Munich,SNCF,TER 6844,TER,Direct,2026-03-31,2026-07-18,109,5,1,1,06:55,12:36,5h 41m,341,65,450,0.854,10,0,Yes,First Class,regular,9C,api_partner,189.39,189.39,EUR,Confirmed
PBK000785,PNR618631,ER0089,Milan,Venice,SNCB,IC 944,IC,Direct,2025-02-17,2025-03-23,34,6,1,0,07:35,08:40,1h 5m,65,97,300,0.674,4,0,Yes,Standard,regular,3A,mobile_app,112.65,112.65,EUR,Confirmed
PBK000786,PNR988990,ER0366,Paris,Berlin,SJ,InterCity 8768,InterCity,Direct,2025-12-10,2026-01-07,28,2,0,0,10:30,16:33,6h 3m,363,144,300,0.519,1,0,Yes,First Class,senior,15B,agent_portal,132.1,108.32,EUR,Confirmed
PBK000787,PNR543646,ER0186,Paris,Brussels,DB,IC 6487,IC,Direct,2025-03-08,2025-04-06,29,6,1,0,21:05,23:24,2h 19m,139,17,180,0.9,7,0,Yes,Standard,senior,3C,mobile_app,172.82,141.71,EUR,Confirmed
PBK000788,PNR129974,ER0566,Paris,Berlin,PKP,IC 8104,IC,Direct,2026-03-22,2026-06-04,74,3,0,1,05:50,14:07,8h 17m,497,93,220,0.573,3,45,Yes,Standard,regular,6C,api_partner,180.51,180.51,EUR,Confirmed
PBK000789,PNR155739,ER0071,Nice,Paris,SJ,InterCity 6753,InterCity,Direct,2025-08-20,2025-10-05,46,6,1,0,05:35,09:15,3h 40m,220,242,600,0.595,4,30,Yes,Standard,regular,17C,api_partner,149.37,149.37,EUR,Confirmed
PBK000790,PNR643810,ER0708,Milan,Venice,DB,ICE 9745,ICE,Direct,2025-02-20,2025-02-27,7,3,0,0,13:15,14:25,1h 10m,70,94,220,0.572,1,20,No,Standard,regular,17D,agent_portal,124.84,124.84,EUR,Confirmed
PBK000791,PNR750348,ER0012,Berlin,Munich,SNCB,EuroCity 1797,EuroCity,Connection,2025-01-26,2025-04-19,83,5,1,0,19:40,23:32,3h 52m,232,26,220,0.879,10,0,Yes,First Class,regular,9B,web,187.87,187.87,EUR,Confirmed
PBK000792,PNR840140,ER0230,Paris,Lyon,SJ,InterCity 1381,InterCity,Direct,2025-07-20,2025-09-09,51,1,0,0,07:10,09:11,2h 1m,121,5,180,0.968,8,30,Yes,First Class,regular,12C,mobile_app,155.85,155.85,EUR,Confirmed
PBK000793,PNR448290,ER0108,Milan,Zurich,SNCB,IC 1525,IC,Direct,2025-01-02,2025-01-15,13,2,0,0,12:20,13:26,1h 6m,66,3,180,0.98,9,0,No,Standard,regular,6B,web,177.86,177.86,EUR,Confirmed
PBK000794,PNR596846,ER0166,Brussels,Cologne,ÖBB,Nightjet 1443,Nightjet,Direct,2025-01-07,2025-04-03,86,3,0,0,20:35,21:45,1h 10m,70,69,220,0.685,7,5,No,First Class,regular,20C,web,120.87,120.87,EUR,Confirmed
PBK000795,PNR204849,ER0834,Hamburg,Munich,SNCB,EuroCity 3171,EuroCity,Direct,2026-03-24,2026-04-25,32,5,1,0,10:05,15:07,5h 2m,302,14,300,0.952,9,30,No,Standard,youth,5A,mobile_app,204.96,176.27,EUR,Confirmed
PBK000796,PNR844653,ER0936,London,Brussels,Trenitalia,Intercity 1268,Intercity,Direct,2025-06-21,2025-08-18,58,0,0,1,21:35,23:46,2h 11m,131,30,180,0.828,7,15,Yes,Standard,regular,12C,web,162.91,162.91,EUR,Cancelled
PBK000797,PNR474545,ER0443,Paris,Amsterdam,SBB,IR 4364,IR,Direct,2026-02-01,2026-04-27,85,0,0,0,09:40,12:55,3h 15m,195,10,220,0.95,10,15,Yes,Standard,regular,8B,api_partner,153.64,153.64,EUR,Confirmed
PBK000798,PNR652501,ER0362,Brussels,Amsterdam,DB,ICE 8514,ICE,Connection,2025-10-23,2026-01-26,95,0,0,0,22:40,00:41,2h 1m,121,101,300,0.663,7,20,Yes,Standard,regular,18D,agent_portal,139.5,139.5,EUR,Confirmed
PBK000799,PNR554515,ER0725,Paris,Amsterdam,SNCF,TER 1424,TER,Direct,2025-12-14,2026-01-28,45,2,0,0,06:05,12:36,6h 31m,391,12,520,0.977,9,10,Yes,Standard,regular,20A,agent_portal,209.73,209.73,EUR,Confirmed
PBK000800,PNR754096,ER0320,Paris,Berlin,SNCB,IC 7757,IC,Connection,2026-02-10,2026-05-23,102,5,1,0,11:15,16:41,5h 26m,326,389,600,0.35,3,0,Yes,First Class,regular,17C,mobile_app,132.83,132.83,EUR,Confirmed
PBK000801,PNR420677,ER0324,Copenhagen,Hamburg,Trenitalia,Frecciarossa 8442,Frecciarossa,Direct,2025-06-05,2025-08-07,63,3,0,1,07:35,09:34,1h 59m,119,92,450,0.793,8,45,Yes,Standard,youth,2D,web,181.17,155.81,EUR,Confirmed
PBK000802,PNR553038,ER0210,Milan,Zurich,DB+ÖBB,ICE+Railjet 9470,ICE+Railjet,Connection,2025-12-05,2026-03-22,107,6,1,0,06:45,08:55,2h 10m,130,34,220,0.845,10,10,Yes,First Class,child,5B,agent_portal,153.04,84.17,EUR,Cancelled
PBK000803,PNR726040,ER0742,Prague,Berlin,Eurostar,Eurostar 5996,Eurostar,Connection,2025-05-29,2025-06-27,29,4,0,1,20:20,22:22,2h 2m,122,6,300,0.98,10,30,Yes,Standard,regular,9C,web,263.6,263.6,EUR,Confirmed
PBK000804,PNR189755,ER0222,Prague,Berlin,SBB,InterCity 5839,InterCity,Direct,2025-08-12,2025-11-07,87,4,0,0,08:00,09:19,1h 19m,79,97,300,0.676,7,30,Yes,Standard,regular,10C,mobile_app,110.39,110.39,EUR,Confirmed
PBK000805,PNR591130,ER0964,Marseille,Paris,Renfe,AVE 5448,AVE,Direct,2025-11-18,2026-01-17,60,5,1,0,10:40,14:51,4h 11m,251,57,180,0.68,4,10,Yes,Standard,regular,17C,agent_portal,161.25,161.25,EUR,Confirmed
PBK000806,PNR233457,ER0118,London,Brussels,SBB,EuroCity 6374,EuroCity,Connection,2025-08-04,2025-09-26,53,4,0,0,12:55,15:03,2h 8m,128,259,520,0.5,3,0,Yes,First Class,senior,8C,agent_portal,115.88,95.02,EUR,Confirmed
PBK000807,PNR157349,ER0549,Munich,Vienna,Renfe,Avant 3675,Avant,Connection,2025-10-17,2026-02-07,113,5,1,0,10:30,13:18,2h 48m,168,93,220,0.574,6,45,No,Standard,regular,2A,api_partner,127.58,127.58,EUR,Confirmed
PBK000808,PNR835652,ER0720,Prague,Berlin,SNCB,IC 1370,IC,Direct,2025-11-29,2025-12-13,14,5,1,1,07:25,10:13,2h 48m,168,10,520,0.98,8,45,No,Standard,youth,19A,web,203.3,174.84,EUR,Confirmed
PBK000809,PNR753959,ER0314,Cologne,Frankfurt,SNCF+DB,TER+ICE 3312,TER+ICE,Connection,2025-10-15,2026-01-18,95,6,1,0,12:15,13:53,1h 38m,98,214,600,0.643,5,0,Yes,First Class,regular,1D,agent_portal,130.65,130.65,EUR,Confirmed
PBK000810,PNR227728,ER0939,Madrid,Seville,ÖBB,Regional 3749,Regional,Connection,2025-02-04,2025-02-05,1,2,0,0,16:30,22:01,5h 31m,331,6,300,0.98,8,5,Yes,Standard,regular,13A,api_partner,192.56,192.56,EUR,Confirmed
PBK000811,PNR767101,ER0336,Paris,Berlin,SBB,EuroCity 5386,EuroCity,Direct,2025-04-05,2025-07-19,105,5,1,1,10:55,18:09,7h 14m,434,87,180,0.512,5,15,Yes,Standard,youth,14B,web,219.91,189.12,EUR,Confirmed
PBK000812,PNR485183,ER0367,Madrid,Seville,ÖBB,Railjet 4767,Railjet,Direct,2026-02-24,2026-05-31,96,6,1,0,19:10,22:55,3h 45m,225,76,300,0.746,7,15,Yes,First Class,regular,4D,agent_portal,173.42,173.42,EUR,Confirmed
PBK000813,PNR135739,ER0512,Amsterdam,Berlin,Eurostar,Eurostar 9945,Eurostar,Direct,2025-07-17,2025-10-15,90,2,0,0,10:30,13:11,2h 41m,161,110,380,0.71,6,30,Yes,First Class,regular,1C,api_partner,157.2,157.2,EUR,Confirmed
PBK000814,PNR465779,ER0767,Amsterdam,Berlin,SNCB,EuroCity 5794,EuroCity,Direct,2025-12-03,2026-02-21,80,5,1,0,19:20,21:55,2h 35m,155,158,300,0.472,3,0,No,First Class,regular,12B,mobile_app,115.0,115.0,EUR,Confirmed
PBK000815,PNR513064,ER0612,Paris,Brussels,Eurostar,Eurostar 9559,Eurostar,Direct,2025-09-20,2025-09-29,9,0,0,0,14:40,16:01,1h 21m,81,24,180,0.863,5,0,Yes,Standard,senior,9C,mobile_app,212.84,174.53,EUR,Cancelled
PBK000816,PNR712885,ER0283,London,Paris,SNCF,TER 5396,TER,Direct,2025-11-27,2026-01-28,62,2,0,0,16:45,20:36,3h 51m,231,36,220,0.834,7,20,Yes,First Class,regular,19C,agent_portal,150.06,150.06,EUR,Confirmed
PBK000817,PNR909231,ER0332,Lyon,Barcelona,Eurostar+SNCF,Eurostar+TGV 9416,Eurostar+TGV,Connection,2025-02-04,2025-02-10,6,0,0,0,10:45,14:41,3h 56m,236,117,600,0.804,5,15,Yes,First Class,youth,11B,api_partner,180.74,155.44,EUR,Confirmed
PBK000818,PNR987936,ER0017,Paris,Amsterdam,PKP,IC 2185,IC,Direct,2025-02-23,2025-06-19,116,3,0,1,21:20,23:39,2h 19m,139,91,520,0.823,10,10,Yes,First Class,regular,4A,agent_portal,164.45,164.45,EUR,Confirmed
PBK000819,PNR614958,ER0838,Berlin,Munich,SBB,EuroCity 979,EuroCity,Connection,2026-01-26,2026-03-15,48,6,1,0,13:20,16:53,3h 33m,213,30,380,0.919,7,15,Yes,Standard,regular,7C,mobile_app,185.37,185.37,EUR,Confirmed
PBK000820,PNR949355,ER0597,Prague,Berlin,Renfe,AVE 1429,AVE,Direct,2025-04-26,2025-05-22,26,3,0,0,22:40,00:40,2h 0m,120,45,220,0.792,5,15,Yes,Standard,regular,7A,web,150.92,150.92,EUR,Cancelled
PBK000821,PNR625179,ER0821,Warsaw,Berlin,SNCF,Intercités 158,Intercités,Direct,2025-07-04,2025-10-12,100,6,1,0,17:20,19:53,2h 33m,153,302,600,0.497,5,45,Yes,Standard,regular,19D,mobile_app,127.13,127.13,EUR,Confirmed
PBK000822,PNR205814,ER0737,Berlin,Frankfurt,Trenitalia,Intercity 8963,Intercity,Direct,2026-04-06,2026-06-17,72,2,0,1,06:50,08:58,2h 8m,128,41,180,0.769,7,15,Yes,Standard,regular,17C,mobile_app,142.58,142.58,EUR,Confirmed
PBK000823,PNR402062,ER0318,Rome,Milan,ÖBB,Railjet 5664,Railjet,Direct,2025-01-27,2025-04-14,77,0,0,0,05:35,08:47,3h 12m,192,119,380,0.685,5,15,Yes,Standard,regular,3B,agent_portal,130.77,130.77,EUR,Confirmed
PBK000824,PNR454466,ER0415,London,Brussels,PKP,EIP 2841,EIP,Direct,2025-05-04,2025-08-22,110,4,0,1,12:35,15:19,2h 44m,164,163,380,0.57,6,0,Yes,Standard,regular,1A,agent_portal,134.56,134.56,EUR,Confirmed
PBK000825,PNR462645,ER0934,Munich,Vienna,SJ,InterCity 3258,InterCity,Direct,2025-06-21,2025-10-13,114,0,0,0,18:50,21:09,2h 19m,139,242,600,0.596,6,5,Yes,Standard,regular,19A,web,108.29,108.29,EUR,Cancelled
PBK000826,PNR632261,ER0640,Nice,Paris,Eurostar+SNCF,Eurostar+TGV 790,Eurostar+TGV,Connection,2025-11-03,2026-02-06,95,4,0,0,06:40,11:13,4h 33m,273,205,380,0.458,3,0,No,Standard,senior,2D,web,117.12,96.04,EUR,Confirmed
PBK000827,PNR815067,ER0188,Paris,Berlin,SNCB,IC 218,IC,Direct,2025-08-09,2025-10-10,62,4,0,0,20:35,02:56,6h 21m,381,167,380,0.559,2,15,Yes,First Class,regular,18D,mobile_app,125.66,125.66,EUR,Confirmed
PBK000828,PNR745559,ER0996,Amsterdam,Berlin,Eurostar+SNCF,Eurostar+TGV 7326,Eurostar+TGV,Connection,2025-10-10,2025-12-11,62,3,0,1,19:35,23:25,3h 50m,230,15,520,0.97,9,0,No,Standard,regular,15A,web,213.25,213.25,EUR,Confirmed
PBK000829,PNR952095,ER0548,Berlin,Frankfurt,Renfe,AVE 4819,AVE,Direct,2025-06-25,2025-08-20,56,2,0,1,11:35,13:49,2h 14m,134,115,380,0.697,6,20,Yes,Standard,senior,1B,web,171.27,140.44,EUR,Confirmed
PBK000830,PNR601954,ER0544,Cologne,Frankfurt,SJ,InterCity 4889,InterCity,Direct,2025-03-06,2025-05-02,57,4,0,0,09:45,10:54,1h 9m,69,71,180,0.605,4,15,No,First Class,child,20D,mobile_app,101.24,55.68,EUR,Confirmed
PBK000831,PNR484757,ER0531,Lyon,Barcelona,SNCF,Intercités 5063,Intercités,Direct,2025-02-09,2025-02-19,10,2,0,0,22:10,01:09,2h 59m,179,79,220,0.639,2,0,Yes,First Class,youth,15C,mobile_app,147.43,126.79,EUR,Confirmed
PBK000832,PNR393374,ER0073,London,Brussels,NS,Sprinter 928,Sprinter,Direct,2025-12-01,2026-01-02,32,4,0,0,17:40,21:19,3h 39m,219,59,300,0.801,5,0,Yes,Standard,regular,20D,api_partner,146.89,146.89,EUR,Confirmed
PBK000833,PNR832264,ER0773,Berlin,Munich,SNCF+DB,TER+ICE 7149,TER+ICE,Connection,2025-03-12,2025-06-28,108,5,1,1,17:15,21:34,4h 19m,259,57,600,0.905,10,20,Yes,Standard,senior,2B,mobile_app,209.18,171.53,EUR,Confirmed
PBK000834,PNR996086,ER0229,London,Paris,SNCF+DB,TER+ICE 5921,TER+ICE,Connection,2025-08-21,2025-09-05,15,4,0,0,18:45,23:05,4h 20m,260,3,180,0.98,10,15,Yes,First Class,youth,2C,web,217.97,187.45,EUR,Confirmed
PBK000835,PNR127254,ER0138,Hamburg,Munich,SNCF+DB,TGV+ICE 245,TGV+ICE,Connection,2025-01-10,2025-05-01,111,3,0,0,11:15,15:25,4h 10m,250,145,380,0.618,7,5,Yes,First Class,regular,2C,agent_portal,164.98,164.98,EUR,Confirmed
PBK000836,PNR946616,ER0194,Hamburg,Munich,SNCF,TER 4610,TER,Direct,2025-06-22,2025-10-19,119,6,1,0,20:15,03:19,7h 4m,424,56,450,0.874,10,30,Yes,Standard,regular,14A,api_partner,175.13,175.13,EUR,Confirmed
PBK000837,PNR238278,ER0418,Zurich,Vienna,PKP,EIP 355,EIP,Direct,2026-01-05,2026-05-05,120,1,0,0,22:50,03:57,5h 7m,307,64,220,0.705,7,20,Yes,Standard,regular,15B,api_partner,132.69,132.69,EUR,Confirmed
PBK000838,PNR791252,ER0157,Cologne,Frankfurt,SNCF,TGV INOUI 9305,TGV INOUI,Connection,2025-12-16,2026-01-21,36,2,0,0,14:15,15:17,1h 2m,62,156,520,0.699,4,10,Yes,Standard,regular,12C,agent_portal,135.4,135.4,EUR,Confirmed
PBK000839,PNR561278,ER0219,Cologne,Frankfurt,SBB,IR 6247,IR,Direct,2026-02-19,2026-05-29,99,4,0,0,16:05,16:47,0h 42m,42,121,220,0.449,3,5,No,Standard,youth,15A,api_partner,75.61,65.02,EUR,Confirmed
PBK000840,PNR288538,ER0542,Paris,Berlin,DB+ÖBB,ICE+Railjet 7417,ICE+Railjet,Connection,2025-07-03,2025-09-03,62,2,0,0,09:15,15:52,6h 37m,397,178,300,0.404,1,10,Yes,Standard,regular,3D,agent_portal,117.24,117.24,EUR,Confirmed
